[30Nov2024 00:01:26.412] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 0
[30Nov2024 00:01:26.504] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 1
[30Nov2024 00:01:26.508] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 2
[30Nov2024 00:01:26.508] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 3
[30Nov2024 00:01:26.600] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 4
[30Nov2024 00:01:26.604] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 5
[30Nov2024 00:01:26.698] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 6
[30Nov2024 00:01:26.794] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 7
[30Nov2024 00:01:26.802] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 8
[30Nov2024 00:01:26.888] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 9
[30Nov2024 00:01:26.892] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 10
[30Nov2024 00:01:26.951] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 11
[30Nov2024 00:01:28.202] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 12
[30Nov2024 00:01:28.205] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 13
[30Nov2024 00:01:28.247] [Netty Epoll Server IO #5/INFO] [Calio/]: Received acknowledgment for login packet with id 14
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/redstone/smooth_glowstone_button' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/food/cooked_hogchop_campfire' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/food/blindsight_tounge_stew' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/combat/blindsight_tongue_whip' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/food/cooked_hogchop_smelting' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.985] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/food/cured_jerky' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.986] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/redstone/basalt_button' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.986] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/redstone/soul_slate_button' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.986] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/redstone/soul_slate_pressure_plate' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
[30Nov2024 00:01:31.986] [Server thread/WARN] [net.minecraft.server.PlayerAdvancements/]: Ignored advancement 'infernalexp:recipes/redstone/smooth_glowstone_pressure_plate' in progress file ./world/advancements/c1db863f-bd09-3aed-8976-601ad3e6d87e.json - it doesn't exist anymore?
